Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.40726995416756334	0.6773718216202476	0.35485515	0.2768565610385462	0.9592090826323448	0.4296913020668623	0.31671283164545294	0.5348388915259719	0.3978392273776329
2	0.3963384320638303	0.6574284718795256	0.44126573	0.31932201583067993	0.7562799319719069	0.4490449889997456	0.34338069983671377	0.5500163844987943	0.42280194180693853
3	0.3847963332744508	0.635292288480383	0.42660677	0.3371485011210611	0.7874221520152933	0.47214143026242955	0.3792639317428723	0.5749618919902714	0.45704549664238336
4	0.3717937108514638	0.610101785623666	0.4638607	0.3869420760272817	0.7028937013490625	0.49911950712659714	0.41928174129322454	0.5859274015395377	0.48879113951669234
5	0.3578710311317238	0.5846447718865944	0.47743025	0.4434104726168538	0.6810275285518265	0.5371122960739445	0.4615354576694783	0.6131347480202424	0.5266423597534552
6	0.3441718965126523	0.5597007915829167	0.505687	0.517271145684828	0.6222447887350735	0.564922815106154	0.5047916657388791	0.6370297454307134	0.5632532428898763
7	0.3308174919722409	0.5355092896656557	0.44360843	0.47889685275008315	0.784511850013099	0.5947406489993776	0.5470941046943293	0.6343649947560958	0.5875063284322724
8	0.31807107754565517	0.5136933369618474	0.4619067	0.546122913800035	0.7475818814246473	0.6311665488058034	0.5899072404782421	0.6546588609012253	0.6205986193273677
9	0.30622846498314676	0.4932089838566202	0.48289624	0.6142710983601642	0.7262353436551353	0.6655773791647617	0.641993430078534	0.671425088255816	0.6563795004151198
10	0.2953332027998464	0.47429972525798914	0.50146127	0.7026263427771066	0.7074195408708944	0.7050147950153637	0.7002115250662962	0.7096684105998629	0.7049082514146341
11	0.28511892400425054	0.45693013817071915	0.5095404	0.7428936567130191	0.7051516495602124	0.7235307972886836	0.7315482700669566	0.711326314369681	0.7212955863844807
12	0.2754864413291216	0.4400224046725215	0.48562813	0.734495825569768	0.7319374950824888	0.7332144287023683	0.7475022821329735	0.716499752287129	0.7316727537123769
13	0.2664445489645004	0.4242534398129492	0.46832544	0.7332981770947502	0.7592490279539436	0.7460479993882994	0.7535243226824376	0.7228300482197096	0.7378581094543609
14	0.2579333525921764	0.40988672773043316	0.48681244	0.7572481354469985	0.7452629776902785	0.7512077552561565	0.7625281380278053	0.7301607064269602	0.7459934948950296
15	0.2499454105272889	0.3964126245542006	0.50237495	0.7738758179349131	0.7385911579042022	0.7558219062938524	0.772426373783209	0.7393546150248016	0.7555287550927322
16	0.24248359458328322	0.38391957273989014	0.43933058	0.741959897794823	0.7798174101078956	0.7604177600725073	0.7755034043826327	0.7395699047451065	0.7571105311583483
17	0.2353469519394225	0.3738028725439852	0.439455	0.747264942663999	0.7810006389522222	0.7637604415195637	0.7778641943545682	0.7397895175521645	0.758349249961224
18	0.22864408897043303	0.3589485567627531	0.44449946	0.7562208795250355	0.7777855593339333	0.7668516439851184	0.7938314822352736	0.7377088158978922	0.76474185301696
19	0.22208650936854296	0.34884364993283246	0.473594	0.7871967979635826	0.7572227971927604	0.7719189307939677	0.8002321813470361	0.7381398276471773	0.767932906948059
20	0.21566384022348914	0.3393251701737895	0.45953202	0.7897599141718751	0.7739501167665732	0.7817750934603315	0.8052917620405746	0.7419048039004618	0.772299835652736
21	0.2093757474794984	0.32949969240210275	0.36116153	0.7324133022698295	0.8621873435582981	0.7920195957814107	0.8092488764086956	0.7485178297066959	0.7776995236630112
22	0.20327274832103787	0.3183398912801887	0.35730755	0.7401717556902002	0.8725969041511143	0.8009475861453225	0.8159504163471863	0.7558575663961279	0.7847552662554576
23	0.19725475264392023	0.3078761866146868	0.39856723	0.7813465390128284	0.846958838161789	0.8128307701499076	0.8215429723597533	0.7648210544700285	0.7921679410094802
24	0.19136966861270624	0.2969121973622929	0.3800222	0.7798873392575807	0.8694790939847706	0.8222499542625747	0.8270330232560291	0.7728870697339831	0.7990438181484603
25	0.18558867352789846	0.2868314710530368	0.3664397	0.7820261662956471	0.8885815174207427	0.8319056643674346	0.8343087405075074	0.7807749738237098	0.806654638704446
26	0.17999902695160488	0.27688987959514966	0.36331552	0.7857010255683161	0.8983724442991887	0.8382676450377438	0.8390349983753798	0.795942523697	0.8169208751329168
27	0.17453851284266547	0.2674146248309901	0.36762628	0.7949051270281231	0.8998513722774281	0.8441288995554489	0.8443730810826504	0.8046600281346485	0.8240383572438921
28	0.16926058754324913	0.25865488567135553	0.37118143	0.8011765594512201	0.9033344832744097	0.8491941620819808	0.8483552936663656	0.8146009661234276	0.8311355608642416
29	0.16409819968173217	0.2496456481290586	0.39015248	0.8158468530855988	0.897912900177333	0.854914946578569	0.8539874761902198	0.822574899639541	0.8379869101773569
30	0.15913777718127803	0.24097180434248663	0.3931693	0.8238367688167829	0.8997398366391978	0.8601169886458031	0.8596030817881994	0.8268193062137456	0.8428925383816678
